model_name,image_file_name,image_url,product_url
squier cv 50s tele mn bb bundle,squier_cv_50s_tele_mn_bb_bundle.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_53/538759/17043958_800.jpg,https://www.thomann.de/gr/squier_cv_50s_tele_mn_bb_bundle.htm?type=category
fender ltd tele deluxe rw ec 22,fender_ltd_tele_deluxe_rw_ec_22.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_60/600509/19471231_800.jpg,https://www.thomann.de/gr/fender_ltd_tele_deluxe_rw_ec_22.htm?type=category
esp ltd te 200 rosewood sw,esp_ltd_te_200_rosewood_sw.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_38/385455/12946654_800.jpg,https://www.thomann.de/gr/esp_ltd_te_200_rosewood_sw.htm?type=category
fender hybrid ii tele sh rw vnt,fender_hybrid_ii_tele_sh_rw_vnt.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_59/597996/19371871_800.jpg,https://www.thomann.de/gr/fender_hybrid_ii_tele_sh_rw_vnt.htm?type=category
squier ltd cv 70s tele cstm antigua,squier_ltd_cv_70s_tele_cstm_antigua.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_58/589752/19072223_800.jpg,https://www.thomann.de/gr/squier_ltd_cv_70s_tele_cstm_antigua.htm?type=category
harley benton te 62cc lpb,harley_benton_te_62cc_lpb.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_50/502822/16824531_800.jpg,https://www.thomann.de/gr/harley_benton_te_62cc_lpb.htm?type=category
suhr mateus asato classic t wh foil,suhr_mateus_asato_classic_t_wh_foil.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_56/565762/19683444_800.jpg,https://www.thomann.de/gr/suhr_mateus_asato_classic_t_wh_foil.htm?type=category
harley benton te 20mn bm standard series,harley_benton_te_20mn_bm_standard_series.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_46/461106/14204777_800.jpg,https://www.thomann.de/gr/harley_benton_te_20mn_bm_standard_series.htm?type=category
esp ltd te 200dx blb,esp_ltd_te_200dx_blb.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_59/593619/19210088_800.jpg,https://www.thomann.de/gr/esp_ltd_te_200dx_blb.htm?type=category
fender am ultra tele mn cobra blue,fender_am_ultra_tele_mn_cobra_blue.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_47/477101/14578908_800.jpg,https://www.thomann.de/gr/fender_am_ultra_tele_mn_cobra_blue.htm?type=category
fender hybrid ii tele sh mn mdr,fender_hybrid_ii_tele_sh_mn_mdr.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_59/598004/19474486_800.jpg,https://www.thomann.de/gr/fender_hybrid_ii_tele_sh_mn_mdr.htm?type=category
larry carlton t7 ts,larry_carlton_t7_ts.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_51/512944/16623746_800.jpg,https://www.thomann.de/gr/larry_carlton_t7_ts.htm?type=category
harley benton fusion t hh ht roasted bks,harley_benton_fusion_t_hh_ht_roasted_bks.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_50/503289/19096414_800.jpg,https://www.thomann.de/gr/harley_benton_fusion_t_hh_ht_roasted_bks.htm?type=category
fender ltd am pro ii carbonita rw crt,fender_ltd_am_pro_ii_carbonita_rw_crt.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_60/600591/19612496_800.jpg,https://www.thomann.de/gr/fender_ltd_am_pro_ii_carbonita_rw_crt.htm?type=category
squier affinity tele sh fmt crt,squier_affinity_tele_sh_fmt_crt.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_59/594241/19228868_800.jpg,https://www.thomann.de/gr/squier_affinity_tele_sh_fmt_crt.htm?type=category
fender sq affinity tele olympic white,fender_sq_affinity_tele_olympic_white.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_51/516658/16813369_800.jpg,https://www.thomann.de/gr/fender_sq_affinity_tele_olympic_white.htm?type=category
harley benton eguitar kit tstyle,harley_benton_eguitar_kit_tstyle.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_11/115991/12841417_800.jpg,https://www.thomann.de/gr/harley_benton_eguitar_kit_tstyle.htm?type=category
fender vintera ii 60s tele rw frd,fender_vintera_ii_60s_tele_rw_frd.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_57/571411/18410087_800.jpg,https://www.thomann.de/gr/fender_vintera_ii_60s_tele_rw_frd.htm?type=category
harley benton hbt1500tbk egitarre,harley_benton_hbt1500tbk_egitarre.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_17/177010/19318991_800.jpg,https://www.thomann.de/gr/harley_benton_hbt1500tbk_egitarre.htm?type=category
fender player ii tele hh rw aqb,fender_player_ii_tele_hh_rw_aqb.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_59/595479/19277273_800.jpg,https://www.thomann.de/gr/fender_player_ii_tele_hh_rw_aqb.htm?type=category
solar guitars t1.6an aged natural,solar_guitars_t1.6an_aged_natural.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_52/522140/16437022_800.jpg,https://www.thomann.de/gr/solar_guitars_t1.6an_aged_natural.htm?type=category
fender am ultra ii tele mn ubst,fender_am_ultra_ii_tele_mn_ubst.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_59/595902/19294766_800.jpg,https://www.thomann.de/gr/fender_am_ultra_ii_tele_mn_ubst.htm?type=category
harley benton te 90qm trans red,harley_benton_te_90qm_trans_red.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_33/339360/15431665_800.jpg,https://www.thomann.de/gr/harley_benton_te_90qm_trans_red.htm?type=category
fender hybrid ii tele sh rw opl,fender_hybrid_ii_tele_sh_rw_opl.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_59/597999/19474311_800.jpg,https://www.thomann.de/gr/fender_hybrid_ii_tele_sh_rw_opl.htm?type=category
squier affinity tele thin owt,squier_affinity_tele_thin_owt.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_59/594236/19228838_800.jpg,https://www.thomann.de/gr/squier_affinity_tele_thin_owt.htm?type=category
fender player ii tele rw bcg,fender_player_ii_tele_rw_bcg.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_59/595333/19270163_800.jpg,https://www.thomann.de/gr/fender_player_ii_tele_rw_bcg.htm?type=category
fender am pro ii tele mn btb,fender_am_pro_ii_tele_mn_btb.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_50/500767/15779650_800.jpg,https://www.thomann.de/gr/fender_am_pro_ii_tele_mn_btb.htm?type=category
squier sonic tele lrl torino red,squier_sonic_tele_lrl_torino_red.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_56/561028/19250385_800.jpg,https://www.thomann.de/gr/squier_sonic_tele_lrl_torino_red.htm?type=category
fender sq contemp tele sh mnpw,fender_sq_contemp_tele_sh_mnpw.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_51/510763/18404619_800.jpg,https://www.thomann.de/gr/fender_sq_contemp_tele_sh_mnpw.htm?type=category
fender player plus nashv. mn tele bb,fender_player_plus_nashv._mn_tele_bb.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_52/524992/17130663_800.jpg,https://www.thomann.de/gr/fender_player_plus_nashv._mn_tele_bb.htm?type=category
harley benton te 20hh sbk standard series,MISSING_IMAGE,N/A,https://www.thomann.de/gr/harley_benton_te_20hh_sbk_standard_series.htm?type=category
larry carlton t3 ts,larry_carlton_t3_ts.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_53/536988/17730793_800.jpg,https://www.thomann.de/gr/larry_carlton_t3_ts.htm?type=category
fender am ultra luxe tele mn 2csb,fender_am_ultra_luxe_tele_mn_2csb.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_51/510674/16695555_800.jpg,https://www.thomann.de/gr/fender_am_ultra_luxe_tele_mn_2csb.htm?type=category
fender av ii 77 tele custom mn blk,fender_av_ii_77_tele_custom_mn_blk.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_54/549148/17504530_800.jpg,https://www.thomann.de/gr/fender_av_ii_77_tele_custom_mn_blk.htm?type=category
fender sq cv 60s custom tele 3 sb,fender_sq_cv_60s_custom_tele_3_sb.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_46/468475/15044715_800.jpg,https://www.thomann.de/gr/fender_sq_cv_60s_custom_tele_3_sb.htm?type=category
fender player plus tele mn btb,fender_player_plus_tele_mn_btb.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_56/561160/18405667_800.jpg,https://www.thomann.de/gr/fender_player_plus_tele_mn_btb.htm?type=category
fender player plus nashville tele osp,fender_player_plus_nashville_tele_osp.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_52/524984/19259953_800.jpg,https://www.thomann.de/gr/fender_player_plus_nashville_tele_osp.htm?type=category
fender custom telecaster fmt hh am il,fender_custom_telecaster_fmt_hh_am_il.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_43/439362/13651366_800.jpg,https://www.thomann.de/gr/fender_custom_telecaster_fmt_hh_am_il.htm?type=category
fender hybrid ii tele rw frb,fender_hybrid_ii_tele_rw_frb.jpg,https://thumbs.static-thomann.de/thumb/padthumb600x600/pics/bdb/_54/549647/19377351_800.jpg,https://www.thomann.de/gr/fender_hybrid_ii_tele_rw_frb.htm?type=category
